Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Аптека,,Аптеки,"улица Вильямса, 18",1 этаж,050018,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,1.2,29,,,,,,,,,,,,,,,,,43.287,76.957504,https://2gis.com/firm/70000001032444752,branch
Europharma,аптека №75,Аптеки,"проспект Абая, 139",1 этаж,050009,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.5,132,87016042687,,,,,http://jivo.chat/K4Ifx7vYhI,,https://instagram.com/europharma,,,https://wa.me/77757354444,,,,https://t.me/europharma_chatbot,https://youtube.com/channel/UCT6RrHiByBYg88-U7F-HOuQ,43.239667,76.897989,https://2gis.com/firm/9429940000849379,branch
Simpos,аптека,Аптеки,"улица Уалиханова, 170",цокольный этаж,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,1.9,6,87273179727,,,,,,,,,,,,,,,,43.239984,76.954999,https://2gis.com/firm/9429940001002694,branch
Invivo,аптека,Аптеки,"улица Герцена, 134",,050056,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.3,9,87753605322,,,,,http://invivo.kz,,https://instagram.com/invivokz,https://facebook.com/invivokz,https://vk.com/public213214447,,,,,,https://youtube.com/channel/UCaTl33KX8Bl2stUun0qdajQ,43.29899,76.958577,https://2gis.com/firm/70000001082432627,branch
Medical Assistance Group,аптека,Аптеки,"улица Тимирязева, 21",1 этаж,050040,Коктем-1 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 09:00-16:00,+05:00,2.9,9,,,,,,http://assistance.kz,,,,,,,,,,,43.229274,76.931027,https://2gis.com/firm/9429940001143015,branch
Dots-Pharm,аптека,Аптеки,"улица Толе би, 216",1 этаж,050009,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,4.3,82,87273743265,87014083600,,,,,,https://instagram.com/apteka_dots_pharm_almaty,,,https://wa.me/77014083600,,,,,,43.250566,76.887433,https://2gis.com/firm/70000001024738343,branch
Al-Аz,аптека,Аптеки; Процедурный кабинет,"улица Жарокова, 187Б",1 этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (процедурный кабинет: пн-вс 9:00-21:00),+05:00,2.3,32,87075777736,87073450107,,,,,,,,,https://wa.me/77075777736,https://wa.me/77073450107,,,,,43.231569,76.900164,https://2gis.com/firm/70000001046893272,branch
Садыхан,аптека №22,Аптеки,"микрорайон Аксай-4, 22а",,050063,Аксай-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.2,161,87273410582,87073494949,,managersrp-gk@sadykhan.kz,,http://sadykhan.kz,,https://instagram.com/sadykhan.kz,,,https://wa.me/77073494949,,,,,,43.230059,76.834119,https://2gis.com/firm/70000001045234897,branch
Medeus pharm,аптека,Аптеки,"5-й микрорайон, 3а",1 этаж,050062,5 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.4,30,87014798886,,,,,,,https://instagram.com/medeus_pharm,,,https://wa.me/77014798886,,,,https://t.me/medeus_pharm,,43.23031,76.860421,https://2gis.com/firm/70000001047881018,branch
Садыхан,аптека №24,Аптеки,"проспект Гагарина, 235",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.1,95,87273410583,87073494949,,managersrp-gk@sadykhan.kz,,http://sadykhan.kz,,https://instagram.com/sadykhan.kz,,,https://wa.me/77073494949,,,,,,43.210656,76.898036,https://2gis.com/firm/70000001045592559,branch
Аптека,,Аптеки,"проспект Райымбека, 243/1",1 этаж,050034,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 09:30-23:30; Вт: 09:30-23:30; Ср: 09:30-23:30; Чт: 09:30-23:30; Пт: 09:30-23:30; Сб: 09:30-23:30; Вс: 09:30-23:30,+05:00,2.9,9,87272455576,87754173850,,,,,,,,,https://wa.me/77754173850,,,,,,43.265632,76.900614,https://2gis.com/firm/70000001034774402,branch
Аптека Со склада,,Аптеки,"проспект Гагарина, 137",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,4.2,11,87273394345,,,,,,,https://instagram.com/aptekasosklada,,,,,,,,,43.224866,76.896137,https://2gis.com/firm/70000001067798232,branch
Аптека,,Аптеки,"улица Муратбаева, 125",1 этаж,050026,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-19:00; Вс: 10:00-17:00,+05:00,2.9,21,87273837178,,,,,,,,,,,,,,,,43.255602,76.91812,https://2gis.com/firm/9429940001131257,branch
DE Forte,аптека,Аптеки,"проспект Абая, 52Б",1 этаж,050008,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,3.1,18,87715061044,,,,,,,,,,https://wa.me/77715061044,,,,,,43.239162,76.912803,https://2gis.com/firm/9429940001544636,branch
Садыхан,аптека №19,Аптеки,"микрорайон Аксай 2, 10",1 этаж,050031,Аксай-2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.2,109,87273410569,87073494949,,managersrp-gk@sadykhan.kz,,http://sadykhan.kz,,https://instagram.com/sadykhan.kz,,,https://wa.me/77073494949,,,,,,43.240128,76.835973,https://2gis.com/firm/70000001038294922,branch
Аптека Со склада,,Аптеки,"микрорайон Коктем-1, 20",1 этаж,050040,Коктем-1 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,1.5,20,87273394324,,,,,,,https://instagram.com/aptekasosklada,,,,,,,,,43.229471,76.923733,https://2gis.com/firm/70000001065580711,branch
Аптека Со склада,,Аптеки,"улица Маркова, 47а",1 этаж,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-21:30; Вт: 08:00-21:30; Ср: 08:00-21:30; Чт: 08:00-21:30; Пт: 08:00-21:30; Сб: 08:00-21:30; Вс: 08:00-21:30,+05:00,2.2,52,,,,,,,,https://instagram.com/aptekasosklada,,,,,,,,,43.228591,76.932025,https://2gis.com/firm/70000001058712063,branch
Акбулак Фарма,аптека,Аптеки,"улица Утеген батыра, 11в к1",,050031,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,1.9,77,87059134027,,,,,,,,,,https://wa.me/77478438155,https://wa.me/77059134027,,,,,43.243497,76.855242,https://2gis.com/firm/70000001044829288,branch
АлиС Фарм,социальная аптека,Аптеки,"улица Тимирязева, 32Б",,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:30; Вт: 09:00-21:30; Ср: 09:00-21:30; Чт: 09:00-21:30; Пт: 09:00-21:30; Сб: 09:00-21:30; Вс: 09:00-21:30,+05:00,1.6,32,87476232042,,,,,,,,,,,,,,,,43.228364,76.930911,https://2gis.com/firm/70000001066372464,branch
Камея-А,аптека,Аптеки,"улица Курмангазы, 20",1 этаж,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.5,79,87272615474,,,,,,,,,,,,,,,,43.245036,76.954363,https://2gis.com/firm/9429940000993282,branch
Europharma,аптека №309,Аптеки,"улица Тимирязева, 42",,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,2.2,17,87016042237,,,,,http://europharma.kz,,https://instagram.com/europharma,,,https://wa.me/77757354444,,,,https://t.me/europharma_chatbot,https://youtube.com/channel/UCT6RrHiByBYg88-U7F-HOuQ,43.225222,76.910794,https://2gis.com/firm/70000001080893915,branch
Omega Pharma,аптека,Аптеки,"Барибаева улица, 43/6",1 этаж,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+05:00,3.9,32,87478214238,,,,,,,https://instagram.com/omega_pharma.kz,,,https://wa.me/77478214238,,,,,,43.258833,76.962235,https://2gis.com/firm/70000001045041576,branch
Maximus,социальная аптека ,Аптеки; Средства гигиены; Товары для новорождённых; БАДы; Детское питание,"проспект Аль-Фараби, 9 блок 5г",1 этаж,050059,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,4.7,87,87273115157,,,,,,,,,,https://wa.me/77086053140,,,,,,43.231208,76.947091,https://2gis.com/firm/70000001047235538,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"улица Розыбакиева, 188",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,3.3,30,87273393470,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.229039,76.891396,https://2gis.com/firm/70000001047783545,branch
Оркен,аптека,Аптеки,"Е. Брусиловского улица, 163",1 этаж,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,2.9,87,87272469368,,,,,,,,,,,,,,,,43.242921,76.877003,https://2gis.com/firm/9429940001053170,branch
Аптека Со склада,,Аптеки,"улица Дуйсенова, 25",,050009,Тастак-3 м-н,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,2.3,47,,,,,,,,https://instagram.com/aptekasosklada,,,,,,,,,43.255538,76.885833,https://2gis.com/firm/70000001069168312,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"улица Сулейменова, 18",,050042,Таугуль-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:30-21:30; Вт: 08:30-21:30; Ср: 08:30-21:30; Чт: 08:30-21:30; Пт: 08:30-21:30; Сб: 08:30-21:30; Вс: 08:30-21:30,+05:00,1.9,10,87272959599,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.213909,76.878095,https://2gis.com/firm/70000001085619989,branch
Аптека Со склада,,Аптеки,"улица Жамбыла, 155 к2",,050008,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00 (летний период: пн-вс 8:00-22:00),+05:00,2.5,37,87273394268,,,,,,,https://instagram.com/aptekasosklada,,,,,,,,,43.24588,76.912943,https://2gis.com/firm/70000001059935130,branch
Добрая,аптека №3,Аптеки; Средства гигиены; БАДы; Доставка лекарств; Детское питание; Товары для новорождённых,"улица Сулейменова, 24",1 этаж,050042,Таугуль-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 06:00-02:00; Вт: 06:00-02:00; Ср: 06:00-02:00; Чт: 06:00-02:00; Пт: 06:00-02:00; Сб: 06:00-02:00; Вс: 06:00-02:00,+05:00,4.2,169,87273023280,87279728203,87089728203,dobraya.apteka.info@gmail.com,,http://dobraya-apteka.kz,,https://instagram.com/dobraya.apteka,https://facebook.com/dobraya.apteka,,https://wa.me/77087416121,,,,,,43.213159,76.878352,https://2gis.com/firm/9429940000992539,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"микрорайон Коктем-1, 19",1 этаж,050040,Коктем-1 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:50; Вт: 08:00-23:50; Ср: 08:00-23:50; Чт: 08:00-23:50; Пт: 08:00-23:50; Сб: 08:00-23:50; Вс: 08:00-23:50,+05:00,3.7,88,87273869365,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.228167,76.92455,https://2gis.com/firm/9429940000822471,branch
Аптека Со склада,,Аптеки,"улица Жандосова, 132",1 этаж,050042,Таугуль-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00 (летний период: пн-вс 8:00-22:00),+05:00,2.1,46,87273394206,,,,,,,https://instagram.com/aptekasosklada,,,,,,,,,43.216019,76.874839,https://2gis.com/firm/70000001051454762,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"микрорайон Мамыр 1, 29",,050036,Мамыр-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,2.2,25,87273905100,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.211816,76.843069,https://2gis.com/firm/70000001068073947,branch
А+,аптека,Аптеки,"улица Манаса, 65",2 этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,2.8,17,,,,,,http://zhayik.kz,,https://instagram.com/apteka_aplus,,,,,,,,,43.23281,76.909223,https://2gis.com/firm/70000001017844324,branch
Добрая,аптека №22,Аптеки; Средства гигиены; БАДы; Доставка лекарств; Детское питание; Товары для новорождённых,"улица Абиша Кекилбайулы, 270 блок 1",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.4,62,87089707322,,,dobraya.apteka.info@gmail.com,,http://dobraya-apteka.kz,,https://instagram.com/dobraya.apteka,https://facebook.com/dobraya.apteka,,https://wa.me/77087416121,,,,,,43.200123,76.89081,https://2gis.com/firm/70000001053013257,branch
