Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Win-Win Montessori,,Частные детские сады,"улица Иванилова, 44Б",,050059,Горный гигант м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.4,32,87770289210,,,,,http://winwin.kz,,https://instagram.com/win_win_montessori,,,https://wa.me/77770289210,https://wa.me/77059887012,,,,,,,43.212975,76.957179,https://2gis.com/firm/70000001034345891,branch
FasTracKids,образовательный центр,Частные детские сады; Центры раннего развития детей; Логопед; Дневные детские лагеря,"улица Береговая, 29Б",1 этаж,050051,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.5,45,87077942960,,,,,http://detsad.fastrackids.kz,,https://instagram.com/fastrackids_dostyk,,,https://wa.me/77077942960,,,,,https://t.me/ftkdostyk,,,43.232532,76.961175,https://2gis.com/firm/70000001029372916,branch
Start line,частный детский сад,Частные детские сады,"улица Муканова, 180",,050026,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,4.9,23,87017238166 (единый номер: пн-пт 9:00-18:00),87078203933 (единый номер: пн-пт 9:00-18:00),,,,,,https://instagram.com/sadik_startline_2020,,,https://wa.me/77017238166,https://wa.me/77078203933,,viber://chat/?number=77017238166,,https://t.me/+77078203933,,,43.248872,76.915864,https://2gis.com/firm/70000001044935527,branch
Alisha,частный детский сад,Частные детские сады,"Богенбай батыра улица, 220",1 этаж,050026,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.6,39,87013455858 (единый номер: пн-пт 8:00-19:00),87071880106 (единый номер: пн-пт 8:00-19:00),,,,,,https://instagram.com/alisha_sad_,,,https://wa.me/77013455858,https://wa.me/77071880106,,,,,,,43.25084,76.916259,https://2gis.com/firm/70000001030141231,branch
Жібек ана,частный детский сад,Частные детские сады,"улица Ертаргын, 7",,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.2,9,87476280618,87756516892,,,,,,,,,https://wa.me/77756516892,https://wa.me/77476280618,,,,,,,43.285089,77.028023,https://2gis.com/firm/70000001053827668,branch
Город друзей,частный детский сад,Частные детские сады; Центры раннего развития детей,"5-й переулок, 14",,050044,Ерменсай м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,5.0,70,87087160878,87017110443,87007001048,,,,,https://instagram.com/goroddruzei.almaty,,,https://wa.me/77017160878,https://wa.me/77087160878,https://wa.me/77007001048,,,https://t.me/+77087160878,https://t.me/+77017110443,,43.198646,76.931364,https://2gis.com/firm/70000001033559160,branch
FasTracKids,образовательный центр,Частные детские сады; Центры раннего развития детей; Логопед; Дневные детские лагеря,"улица Нахимова, 37Б",1 этаж,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.7,55,87770338885,,,,,http://detsad.fastrackids.kz,,https://instagram.com/fastrackids_almaty,,,https://wa.me/77770338885,,,,,https://t.me/fastrackids_nahimova,,,43.226027,76.934377,https://2gis.com/firm/9429940000833161,branch
Happy Baby,частный детский сад,Частные детские сады,"улица Земнухова, 87",,050028,Нижняя пятилетка м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.1,27,87776154415,87775829492,,,,,,https://instagram.com/happy_baby_patyletka,,,https://wa.me/77776154415,https://wa.me/77775829492,,,,,,,43.344616,76.959933,https://2gis.com/firm/70000001024854521,branch
Алмаркс-А,,Частные детские сады; Центры раннего развития детей,"Алтай 1 микрорайон, 25Б",,050039,Маяк м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,4.6,78,87000888081,,,,,,,https://instagram.com/smartbala_almaty,,,https://wa.me/77000888081,,,,,,,,43.343839,76.985889,https://2gis.com/firm/70000001032421815,branch
Талант,частный детский сад,Частные детские сады,"улица Митина, 23а",,050020,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-18:30; Вт: 08:30-18:30; Ср: 08:30-18:30; Чт: 08:30-18:30; Пт: 08:30-18:30,+05:00,5.0,29,87776693895,,,,,,,,,,https://wa.me/77776693895,,,,,,,,43.218431,76.968267,https://2gis.com/firm/70000001033927567,branch
НооГен,монтессори-центр,Частные детские сады; Центры раннего развития детей,"улица Найманбаева, 14",,050020,Кок-Тобе 2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.9,14,,,,,,,,https://instagram.com/noogen_montessori_almaty,,,https://wa.me/77015013233,,,,,,,,43.219501,76.974216,https://2gis.com/firm/70000001042632933,branch
Britannica,английский детский сад,Частные детские сады,"улица Жамакаева, 138",,050040,Горный гигант м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,5.0,15,87058152717,87470398189,,,,,,https://instagram.com/britannica_almaty,,,https://wa.me/77058152717,https://wa.me/77470398189,,,,,,,43.217562,76.946505,https://2gis.com/firm/70000001081332884,branch
Little & Big,частный детский сад,Частные детские сады,"улица Гоголя, 87Б",1 этаж,050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.5,96,87077573000,,,,,,,https://instagram.com/littlebigalmaty,,,,,,,,https://t.me/littlebig2021,,,43.260635,76.942645,https://2gis.com/firm/70000001055792908,branch
Балалар әлемі,частный детский сад,Частные детские сады,"улица Карагандинская, 9",,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,4.2,6,87012323602,,,,,,,https://instagram.com/balalar.alemi1,,,https://wa.me/77012323602,,,,,,,,43.31916,76.952394,https://2gis.com/firm/70000001034831617,branch
International Montessori Kinderhouse,частный детский сад,Частные детские сады,"улица Жамакаева, 247",,050040,Горный гигант м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.2,7,87077188080,,,,,http://kinderhouse.kz,,https://instagram.com/kinderhouse.montessori,,,,,,,,,,,43.210811,76.956037,https://2gis.com/firm/70000001055587954,branch
Бал бұлақ,частный детский сад,Частные детские сады,"улица Абая, 3",,041611,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.6,7,87052158811,87470828034,,,,,,https://instagram.com/balbulaq_balabaqsha,,,https://wa.me/77052158811,https://wa.me/77470828034,,,,,,,43.341301,77.045541,https://2gis.com/firm/70000001069087013,branch
Disneyland`s,частный детский сад,Частные детские сады,"улица Жургенова, 58",,050002,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.4,66,87777770018,,,,,,,https://instagram.com/kindergarten_disneylands,,,https://wa.me/77777770018,,,,,https://t.me/+77777770018,,,43.267592,76.965229,https://2gis.com/firm/70000001036689327,branch
Montessori Samal,монтессори-центр,Частные детские сады,"улица Керей-Жанибек хандар, 9в",,050051,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-17:00; Вт: 08:30-17:00; Ср: 08:30-17:00; Чт: 08:30-17:00; Пт: 08:30-17:00,+05:00,3.6,45,87017147570 (единый номер: пн-пт 8:00-18:30),,,,,,,https://instagram.com/montessori_samal,https://facebook.com/montessori-samal,,https://wa.me/77017147570,https://wa.me/77017783669,,,,,,,43.234826,76.965281,https://2gis.com/firm/70000001040254716,branch
Kasym_kids,частный детский сад,Частные детские сады,"улица Келес, 4/1",1 этаж,050064,Думан м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,3.7,3,87770942202,,,,,,,https://instagram.com/_kasym_kids_balabakshasy_,,,https://wa.me/77770942202,,,,,,,,43.281442,77.006433,https://2gis.com/firm/70000001084014084,branch
Alisha,частный детский сад,Частные детские сады,"Адольфа Янушкевича улица, 51",,050002,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,4.3,23,87013455858 (единый номер: пн-пт 8:00-19:00),87071880106 (единый номер: пн-пт 8:00-19:00),,,,,,https://instagram.com/alisha_sad_,,,https://wa.me/77013455858,https://wa.me/77071880106,,,,,,,43.267923,76.963525,https://2gis.com/firm/70000001026953753,branch
Акку,частный детский сад,Частные детские сады,"улица Черемушки-2, 15а",,050048,Карасу м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,4.7,9,87085937146,,,,,,,https://instagram.com/belii_lebed_akku,,,https://wa.me/77085937146,,,,,,,,43.32812,76.907844,https://2gis.com/firm/70000001019251920,branch
Львёнок,​частный детский сад,Частные детские сады,"улица Ильяса Жансугурова, 250",,050066,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.4,17,87753196247,,,,,,,https://instagram.com/sadik_li.venok,,,https://wa.me/77753196247,,,,,,,,43.304507,76.929749,https://2gis.com/firm/70000001074630912,branch
Aisha,частный детский сад,Частные детские сады,"улица Бирлик, 37",,,Карасу 2 м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,,,87025599400,87073165232,,,,,,,,,,,,,,,,,43.417193,77.039043,https://2gis.com/firm/70000001055500657,branch
Даниал,частный детский сад,Частные детские сады,"улица Куратова, 58",,050002,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,11,87016113231,,,,,,,https://instagram.com/det.sad_danial.almaty,,,https://wa.me/77016113231,,,,,,,,43.272572,76.963126,https://2gis.com/firm/70000001041047270,branch
Alpamys,частный детский сад,Частные детские сады,"микрорайон Айнабулак 3, 172е",,050014,Айнабулак 4 м-н,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,2.9,11,87058893049,,,,,,,https://instagram.com/alpamys_ainabulak,,,https://wa.me/77058893049,,,,,,,,43.323174,76.915965,https://2gis.com/firm/70000001052478980,branch
Айбар Жулдыз,частный детский сад,Частные детские сады,"улица Алтын Емел, 2",,050064,Думан м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,3.3,11,87084927687,,,,,,,https://instagram.com/aibaralmaty,,,https://wa.me/77084927687,,,,,,,,43.280451,76.996724,https://2gis.com/firm/70000001031975979,branch
Алтын Бала,частный детский сад,Частные детские сады,"улица Чехова, 37/1",,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.9,21,87074267142,,,,,,,https://instagram.com/altyn_bala_sadik,,,https://wa.me/77074267142,,,,,,,,43.331452,76.941694,https://2gis.com/firm/70000001031506897,branch
